name,lastname,gender,ethnicity,language,month,day,year
Alex,Davis,female,White,other,September,13,1962
Katelyn,Howard,female,Other,english,April,6,1956
Paola,Clark,female,Other,english,January,22,1990
April,Thomas,female,African_American,english,March,21,1953
Gabrielle,Gardner,female,White,english,June,15,1958
Alex,Tyler,male,Hispanic,spanish,January,12,1969
Gracie,Taylor,female,White,other,July,4,1960
Caleb,Brown,male,Other,english,November,29,1952
Alexis,Wang,male,White,english,August,14,1983
Brett,Collins,male,Other,spanish,September,16,1967
Mark,Dotts,male,African_American,other,November,13,1953
Riley,Anderson,female,Hispanic,spanish,April,1,1955
Andrea,Evans,female,African_American,english,September,16,1969
Mark,Jackson,male,White,other,January,31,1965
April,Thomas,female,African_American,other,March,21,1977
Nicole,Dotts,female,White,french,January,19,1961
Emily,Walter,female,Other,french,July,2,1996
John,Taylor,male,White,french,July,3,1968
Franklin,Clark,male,Other,other,June,13,1981
Alexis,Carter,male,White,other,November,29,1991
Joseph,Swift,female,Other,english,February,18,1986
George,Morrow,male,Hispanic,spanish,July,30,1995
Khalil,Thompson,,Hispanic,english,April,10,1993
Peter,Martin,male,White,english,September,3,1960
Alexis,Jackson,male,Other,spanish,March,9,1972
Franklin,Douglas,male,White,french,March,11,1979
Elizabeth,Reynolds,female,Hispanic,spanish,September,16,1983
Mark,Clark,male,Other,other,January,25,1978
Ivy,Lewis,female,African_American,french,August,6,1970
Gerald,Dotts,male,African_American,other,May,10,1952
Brandon,Davis,male,Hispanic,spanish,May,26,1975
Paul,Clark,male,Other,english,December,17,1990
Brett,White,,African_American,french,July,27,1957
Brandon,Walter,male,Hispanic,spanish,April,22,1987
April,Lopez,female,Other,other,August,1,1955
Franklin,Walker,male,White,other,July,28,1958
Chris,Brooks,male,Hispanic,spanish,March,10,1974
Jacky,Dotts,female,Other,spanish,April,24,1954
Jacky,Hodge,female,African_American,english,December,14,1959
Brian,Curry,male,White,english,March,26,1970
Travis,Morrow,male,White,other,April,19,1976
Alex,Swift,female,Other,french,October,10,1950
Lisa,Curry,female,Other,french,July,20,1987
George,Butler,,Other,french,January,12,1972
Alexis,Anderson,male,Other,spanish,March,9,1981
Eva,Moore,female,Other,english,December,8,1986
Peter,Tyler,male,White,english,March,9,1950
Marcy,Martin,female,White,french,July,18,1955
Hunter,Butler,male,White,other,January,14,1980
Enrique,Harris,,Other,spanish,March,6,1976
Gabriela,Brown,female,Other,english,January,14,1952
Madison,Lee,female,Other,english,June,28,1994
Joseph,Jones,male,White,french,June,29,1990
Diana,Casey,female,White,other,August,14,1984
Mark,Curry,male,White,other,January,31,1954
Tyler,Johnson,male,White,other,September,7,1973
Lisa,Morrow,,Hispanic,spanish,March,19,1951
Franklin,Walker,male,Hispanic,spanish,July,28,1950
Jimmy,Western,male,White,english,June,11,1965
April,Phillips,female,White,english,January,15,1979
Marcy,Tyler,female,Hispanic,english,March,25,1977
Alexander,Young,male,African_American,other,May,24,1965
Stacey,Jackson,female,Hispanic,spanish,May,11,1960
Nathan,Dotts,male,African_American,other,October,2,1952
Nicole,Reynolds,female,Hispanic,spanish,April,18,1983
Georgia,Morrow,female,White,other,January,20,1969
Georgia,Tyler,female,Hispanic,spanish,April,19,1969
Kevin,Walker,male,African_American,english,April,30,1956
Sara,Walker,female,Other,other,March,20,1962
Anthony,Walker,male,Other,english,July,20,1990
Max,Curry,male,Other,french,July,15,1969
Walter,Douglas,male,White,english,December,30,1965
Brad,Johnson,male,Other,french,August,3,1979
Enrique,Casey,male,Hispanic,spanish,December,12,1956
Khalil,Jackson,male,Other,spanish,February,10,1972
Dean,Jones,male,White,other,March,31,1955
Riley,Lewis,female,White,english,February,2,1984
John,Walter,male,African_American,english,May,30,1974
Michael,Walker,male,White,other,June,7,1958
Alexis,Taylor,male,White,other,May,4,1960
Carlos,Hodge,male,Other,english,September,29,1958
Peter,Clark,male,White,english,December,3,1978
Alexis,Moore,female,White,french,May,18,1964
Stephanie,Martin,female,Other,french,July,11,1962
Dean,Walker,male,African_American,other,March,31,1965
Gracie,Smith,female,Other,french,July,22,1951
Blake,Lopez,female,African_American,english,December,24,1959
Diana,Anderson,female,White,english,August,14,1965
Georgia,Lee,female,White,other,September,23,1985
Kevin,Walter,male,African_American,english,February,17,1982
Riley,Reynolds,female,White,english,February,25,1970
Gael,Franklin,male,Other,other,February,18,1993
Tom,Martin,male,White,french,September,8,1955
George,Davis,male,Other,french,August,1,1977
Ryan,Brooks,male,Hispanic,spanish,May,31,1951
Riley,Taylor,male,Hispanic,spanish,July,1,1962
Walter,Thomas,male,Other,spanish,August,5,1950
Alex,Wang,female,White,french,October,27,1972
Enrique,Thomas,male,African_American,other,July,25,1977
Alexis,Casey,male,Other,english,March,9,1950
Brian,Lopez,male,Other,other,August,22,1964
Elizabeth,Lewis,female,African_American,other,January,12,1967
Eva,Western,female,Hispanic,spanish,January,14,1989
Paula,Collins,female,Other,english,July,16,1977
Riley,Harris,female,Hispanic,spanish,January,11,1979
Andy,Taylor,female,Other,english,January,5,1980
Carol,Brooks,female,African_American,other,January,14,1993
Alex,Anthony,male,African_American,french,July,14,1984
Stephanie,Evans,female,African_American,english,December,27,1969
Franklin,Franklin,male,Hispanic,spanish,August,9,1969
Nathan,Morrow,male,Other,spanish,August,20,1962
Mark,Walter,,White,english,January,21,1972
Alexis,Reynolds,female,Hispanic,spanish,May,11,1983
Paul,Phillips,male,White,english,April,27,1979
Hunter,Miller,female,Hispanic,spanish,March,4,1986
Danielle,Marshall,female,White,french,May,30,1986
Joe,Lee,male,Other,french,September,16,1973
Carla,Wang,female,White,french,November,22,1972
George,Swift,male,African_American,other,September,29,1963
Barbara,Taylor,female,Other,english,August,13,1955
Nicole,Thompson,,Other,spanish,May,17,1954
Brett,Walter,male,Other,english,September,16,1981
Brad,Wilson,female,White,french,February,8,1957
Dorothy,Thompson,male,African_American,spanish,November,21,1962
Donna,Tyler,female,Hispanic,spanish,March,5,1969
Riley,Thomas,female,African_American,other,February,25,1977
Blake,Walter,male,White,french,November,1,1970
Sara,Johnson,female,African_American,french,December,7,1970
Tom,Casey,male,African_American,other,September,8,1969
Kevin,Walker,male,Other,english,August,16,1977
Brandon,Wilson,male,Other,english,January,31,1988
Veronica,Casey,female,African_American,french,June,9,1996
Ryan,Franklin,male,Other,english,November,5,1996
Barbara,Walter,female,White,english,October,22,1988
Kevin,Evans,male,White,other,October,19,1993
April,Young,female,African_American,french,January,15,1954
Carol,Davis,female,White,other,February,29,1962
Joseph,Butler,,White,spanish,December,29,1967
Blake,Carter,female,African_American,english,June,4,1980
Tom,Walker,male,White,other,June,1,1982
Danielle,OBrien,female,White,other,May,30,1985
Valerie,Young,female,African_American,french,October,9,1996
Max,Harris,male,White,other,July,15,1979
Ryan,Johnson,male,African_American,french,November,5,1970
Kevin,Phillips,male,Other,french,April,30,1959
Hector,Western,female,White,french,June,13,1997
Brandon,Wang,male,African_American,english,April,22,1971
Matthew,Dotts,male,Other,spanish,October,9,1993
Gerald,Moore,male,Other,english,April,20,1969
George,Martin,male,Other,french,September,25,1993
Riley,Butler,female,African_American,other,February,2,1977
Joshua,Phillips,male,Other,french,August,4,1959
Kevin,Lee,male,Other,english,May,9,1994
Stephanie,Dotts,female,Other,english,December,25,1975
Hector,Anderson,male,Hispanic,spanish,October,10,1955
Diana,Davis,female,African_American,french,August,14,1988
Andy,Jones,female,Other,other,February,29,1960
Ivy,Lewis,female,African_American,french,December,31,1957
George,Moore,male,Other,english,August,11,1952
Diana,Taylor,female,White,other,March,10,1975
Luke,Davis,,Other,french,May,29,1958
Alexander,Wilson,male,Other,other,September,2,1974
Enrique,Marshall,male,Hispanic,spanish,September,12,1978
Caleb,Dotts,male,White,french,July,4,1961
Don,Johnson,male,White,english,October,8,1964
April,Lee,female,Other,english,March,21,1968
Gerald,Young,male,Other,spanish,May,10,1981
Gerald,Moore,male,African_American,other,May,24,1953
Max,Collins,male,Other,english,January,3,1977
James,Collins,male,Other,english,April,11,1977
Sara,Butler,female,Other,french,July,28,1983
Michael,Phillips,male,African_American,english,April,21,1989
Riley,Carter,male,Hispanic,spanish,April,8,1991
Mark,Gardner,male,White,english,October,31,1967
Alexis,Miller,female,Other,other,February,31,1992
Sophie,Hodge,female,White,french,December,20,1985
Alex,Walker,female,Other,french,January,24,1954
Franklin,Wilson,male,Other,other,September,31,1954
Madison,Reynolds,female,Other,french,May,17,1979
Paul,Wang,male,White,french,February,13,1981
Dean,Lewis,male,Other,english,March,24,1962
Barbara,Dick,female,White,other,December,5,1977
Hector,Jones,male,Other,french,June,12,1997
Veronica,Tyler,female,Other,spanish,June,9,1955
Elizabeth,Walker,female,African_American,french,November,27,1967
Sara,Curry,female,Hispanic,spanish,December,9,1972
Blake,Moore,female,Other,english,November,21,1986
Alexis,Lewis,female,African_American,french,April,16,1984
Nathan,Morrow,female,White,other,July,6,1961
Ivy,Gardner,female,Hispanic,spanish,September,14,1960
Ivy,Western,female,African_American,french,September,14,1981
Andy,Wang,female,White,french,December,21,1972
Stephanie,Reynolds,female,White,french,December,8,1956
Joseph,Davis,male,Other,other,March,1,1980
Sara,Franklin,female,Other,french,July,28,1956
Alexandra,Swift,female,Other,other,August,2,1983
Sophie,OBrien,female,Other,spanish,October,4,1995
Elizabeth,Evans,female,Hispanic,spanish,April,7,1963
Andrew,Smith,male,Hispanic,other,February,29,1979
Hector,Reynolds,male,African_American,english,July,17,1963
Charles,Thomas,male,White,french,May,4,1956
Mark,Moore,male,White,french,January,31,1964
Bella,Jackson,,Hispanic,spanish,June,29,1959
Alex,Walter,male,Hispanic,spanish,February,28,1987
Blake,Swift,male,Hispanic,spanish,April,18,1979
Carl,Brown,male,Other,spanish,June,13,1972
Michael,Tyler,male,Other,english,November,16,1996
Hunter,Reynolds,male,African_American,english,January,14,1963
Peter,Walker,male,African_American,other,February,19,1960
Michael,Martin,male,Hispanic,spanish,June,7,1969
Nicole,Wilson,female,African_American,english,February,8,1977
Hector,Walker,male,Other,french,May,17,1954
Kevin,Johnson,male,Other,french,November,26,1979
Gerald,Wang,male,African_American,french,January,22,1957
Gael,Young,male,African_American,french,November,30,1996
Peter,Davis,male,African_American,french,June,23,1988
John,Walker,male,White,english,July,3,1972
Brian,Butler,male,Other,spanish,May,10,1961
Michael,Wang,male,White,french,December,16,1972
Alexis,Scott,female,African_American,french,April,16,1972
Veronica,Jones,female,White,other,June,9,1955
Stephanie,Lopez,female,White,french,December,8,1958
Caleb,Brooks,female,Other,french,April,29,1963
Enrique,Western,male,African_American,french,May,12,1981
Sara,Walter,female,White,french,December,9,1970
Sophie,Curry,female,African_American,english,October,4,1988
Gael,Brooks,male,Other,french,March,19,1969
Alexander,Reynolds,male,Other,other,February,2,1965
Alexis,Anthony,female,Other,spanish,August,1,1986
Tom,Taylor,male,White,english,February,4,1966
Blake,Young,female,White,other,July,11,1978
Alex,Young,female,Other,english,September,20,1989
Elizabeth,Butler,female,White,other,November,27,1980
Danielle,Douglas,female,Hispanic,spanish,May,30,1953
John,Casey,male,Other,english,November,8,1950
Max,Jackson,male,African_American,french,January,3,1981
Riley,Marshall,female,White,english,November,8,1957
Andrew,Casey,female,Hispanic,spanish,April,1,1993
Alex,Hall,female,Hispanic,spanish,January,5,1979
Jason,Curry,male,Other,english,July,10,1983
Carlos,Phillips,,Other,english,August,30,1951
Riley,Western,male,African_American,other,January,7,1956
Hector,Anthony,male,White,english,July,17,1955
Alex,Walker,female,White,other,October,27,1982
Donna,Wilson,female,African_American,english,March,5,1977
Stephanie,Clark,female,Other,other,July,11,1981
Alex,Moore,female,White,french,March,1,1964
Natalie,Hodge,female,White,french,October,6,1985
James,Swift,male,Other,french,November,8,1987
John,Swift,male,African_American,other,May,30,1988
Andy,Western,female,Other,spanish,May,7,1977
Alex,Evans,female,African_American,english,November,11,1969
Edward,Walker,male,White,english,June,30,1972
Riley,Taylor,female,White,english,April,2,1966
Alexis,White,female,Hispanic,spanish,May,22,1982
Kevin,Douglas,male,African_American,other,July,5,1988
Franklin,Martin,male,Hispanic,spanish,January,15,1976
Gael,Thompson,male,Other,other,November,30,1959
Nicole,Tyler,female,Hispanic,spanish,April,18,1958
Elizabeth,Swift,female,African_American,french,July,3,1979
Danielle,Lopez,female,African_American,english,May,30,1973
Ryan,Taylor,male,White,english,November,5,1966
Tom,Wang,male,White,french,June,1,1972
Emily,White,female,White,french,November,7,1963
Danielle,Walter,male,Other,spanish,October,24,1995
Walter,Reynolds,male,White,french,November,11,1956
Linda,Curry,female,White,english,March,13,1970
Caleb,Wang,male,Other,other,January,13,1970
Gabriela,Thompson,female,African_American,other,January,14,1960
Steven,Anthony,male,African_American,french,February,21,1984
Blake,Curry,female,Other,spanish,March,16,1997
Franklin,Walker,male,Other,french,July,28,1984
Caitlin,Moore,female,Other,english,April,9,1952
Paula,Johnson,female,White,other,July,2,1973
Veronica,Scott,female,African_American,french,June,9,1972
Carl,Smith,male,Other,spanish,April,3,1971
Brenda,Tyler,male,White,french,September,23,1956
Gabriela,Taylor,female,Hispanic,spanish,March,21,1962
Kevin,Moore,male,African_American,french,July,10,1989
Andrea,Moore,female,White,english,August,5,1951
Franklin,Marshall,male,Other,french,January,15,1967
Blake,Dotts,female,African_American,other,November,21,1997
Peter,Brooks,male,African_American,other,December,14,1993
Paul,Lewis,male,Other,english,December,17,1962
Max,Curry,male,Other,french,December,18,1955
Ryan,Western,male,Other,spanish,August,1,1960
Lisa,Dotts,female,Other,spanish,July,24,1993
Gracie,Douglas,female,Hispanic,spanish,September,23,1953
Matthew,Casey,,Hispanic,other,February,3,1983
Alex,Thompson,female,African_American,other,October,10,1974
Hunter,Walsh,female,Other,other,March,4,1997
Kevin,Dotts,male,African_American,other,May,9,1997
Elizabeth,Butler,female,Other,spanish,November,27,1981
Emily,White,female,Hispanic,spanish,February,5,1982
Emily,Jones,female,White,french,December,24,1990
Caleb,Phillips,male,White,other,November,29,1983
James,Walter,male,Other,other,April,11,1989
Linda,Marshall,female,Other,french,May,14,1950
Madison,Butler,female,Other,spanish,May,17,1981
Joshua,Wang,male,White,french,March,7,1972
Blake,Curry,female,African_American,english,September,28,1951
Madison,Adams,female,Hispanic,spanish,May,1,1981
Alexis,Swift,female,African_American,french,April,16,1977
Alexis,Walker,female,Hispanic,spanish,December,22,1950
Georgia,Hall,female,White,other,April,19,1987
Riley,Dick,female,White,other,May,14,1977
Riley,Reynolds,female,Other,french,February,25,1979
Stephanie,Carter,female,White,french,April,2,1962
Riley,Wang,male,Other,other,October,8,1991
Carl,Walsh,male,Other,other,April,3,1985
Alexis,Lewis,female,Hispanic,spanish,October,12,1983
Bridget,Anthony,female,White,french,December,7,1952
Diana,Jones,female,Hispanic,spanish,August,7,1951
Max,Taylor,male,White,french,December,18,1968
John,Dotts,male,Other,spanish,August,23,1993
Caleb,Jones,male,White,english,September,24,1995
Steven,Butler,male,Other,spanish,February,15,1981
Sara,Johnson,female,Other,other,January,18,1950
Tyler,Swift,male,Other,french,April,7,1956
Valerie,Moore,female,African_American,other,January,29,1953
Ryan,Jones,male,Other,french,January,20,1997
Joseph,Lewis,male,Other,english,March,1,1962
Eva,Scott,female,Other,french,May,8,1991
Riley,Phillips,female,White,english,February,2,1979
George,Hodge,male,White,french,May,13,1985
Alexis,Scott,male,Other,other,July,29,1979
Donald,Hall,,White,other,March,16,1988
Alexis,Carter,male,Other,english,November,29,1989
Riley,Harris,female,Hispanic,spanish,February,31,1992
Hunter,Clark,male,White,french,August,23,1973
Steven,OBrien,female,White,spanish,June,5,1955
Madison,Brown,female,Other,french,June,21,1954
Walter,Gardner,male,White,english,November,11,1967
Lisa,Tyler,female,White,english,December,12,1978
Susan,Casey,female,White,other,May,23,1970
Joseph,Adams,male,Hispanic,spanish,March,22,1981
Alexandra,Anthony,female,African_American,french,September,25,1961
Edward,Harris,male,Hispanic,spanish,January,21,1979
Katy,Young,female,African_American,french,March,14,1954
Dean,Dotts,male,White,other,December,27,1994
Riley,Brown,female,African_American,other,November,8,1992
Brett,Walter,male,Other,other,August,30,1989
Riley,Butler,female,African_American,french,March,19,1954
Hunter,Wilson,male,Other,english,August,23,1988
Franklin,Taylor,male,Other,english,July,28,1980
Carla,Swift,female,African_American,other,July,14,1960
Hector,Moore,male,White,french,July,17,1968
Diana,Jones,female,White,english,February,29,1995
Andy,Marshall,female,White,french,January,5,1986
Stacey,Walker,female,Other,other,May,11,1964
Alexander,Moore,male,White,english,September,2,1951
Alexis,Casey,male,African_American,french,August,3,1972
Alex,Howard,male,Hispanic,spanish,June,15,1983
Nathan,Swift,male,Other,french,October,2,1956
Caleb,Reynolds,male,White,english,July,4,1970
Jimmy,Taylor,male,White,french,December,1,1968
Carla,Walter,female,Other,english,July,14,1981
Kevin,Clark,male,Other,other,April,30,1981
Carlos,Lee,male,Other,english,September,29,1968
Elizabeth,Martin,female,Hispanic,spanish,April,7,1969
Enrique,Brooks,male,African_American,other,May,12,1975
Hunter,Curry,female,Other,english,November,2,1983
Ryan,Lopez,female,Other,english,November,4,1996
Gracie,Lewis,female,African_American,french,July,22,1957
Alex,Morrow,male,Hispanic,spanish,November,11,1973
Riley,Western,female,African_American,english,February,25,1994
Valerie,Curry,female,African_American,other,October,18,1977
Andy,Swift,male,African_American,other,June,8,1988
Karla,Collins,female,African_American,french,September,11,1957
Valerie,Adams,female,White,english,October,18,1973
Brandon,Phillips,male,Other,french,May,26,1959
Alexis,Moore,female,Hispanic,spanish,February,31,1972
Blake,Anderson,male,Other,spanish,August,4,1981
Jacky,OBrien,female,Other,french,April,24,1976
Brad,Taylor,male,White,other,December,7,1960
Gracie,Lee,female,Other,english,January,23,1968
Gracie,Lopez,female,White,english,October,13,1955
John,Tyler,male,White,english,November,8,1997
Alexander,Young,male,African_American,french,March,30,1954
Emily,Dotts,female,African_American,english,July,2,1965
Alexis,Jones,female,Other,other,January,9,1960
Hunter,Moore,female,Other,other,April,3,1959
Gael,Walker,male,White,french,March,26,1993
Andrea,Butler,female,Other,other,August,5,1956
Dean,Curry,male,White,french,July,4,1993
Nathan,Walker,male,White,english,October,2,1978
Anthony,Scott,female,African_American,french,July,7,1986
Blake,Wang,female,Other,other,July,11,1991
Alexis,Johnson,male,African_American,french,August,3,1970
Madison,Jones,female,Other,other,April,14,1964
Andy,Dotts,female,African_American,other,February,8,1953
Edward,Swift,male,Other,spanish,January,21,1968
Alexandra,Wang,female,White,english,November,8,1983
Nicole,Casey,female,Other,french,January,19,1960
Sheila,Morrow,female,White,english,February,5,1984
Andrea,Brooks,female,African_American,other,August,5,1993
Gracie,Lee,female,African_American,french,July,22,1977
Peter,Anthony,male,White,english,March,9,1955
Alexis,Harris,female,Other,english,May,22,1972
Franklin,Walker,male,Other,other,July,28,1964
Carl,Jones,,African_American,english,April,27,1986
Riley,Gardner,male,African_American,french,August,5,1963
Blake,Davis,female,White,other,December,24,1962
Sara,Franklin,female,Other,english,December,7,1993
Caleb,Gardner,male,Hispanic,spanish,July,4,1960
Donna,Martin,female,Other,french,January,12,1962
Eva,Scott,female,Other,other,June,20,1979
Donna,Walter,female,White,english,March,5,1988
Elizabeth,Harris,female,Hispanic,spanish,September,16,1992
John,Evans,male,White,other,May,19,1993
Linda,Marshall,female,African_American,french,July,6,1993
Alexis,Anthony,male,Other,other,June,3,1997
Khalil,Lopez,male,Other,other,April,13,1964
Joseph,Harris,male,Hispanic,spanish,March,22,1992
Carlos,Taylor,male,Other,french,September,20,1996
Brian,Martin,male,Hispanic,spanish,December,24,1976
Riley,Reynolds,female,Other,other,April,2,1965
Gael,Walter,male,African_American,english,December,24,1982
Ivy,Brown,female,African_American,other,September,14,1982
Paul,Tyler,male,Hispanic,spanish,April,27,1958
Travis,Johnson,male,African_American,other,April,19,1968
Alexis,Dick,,Other,english,December,2,1986
Joe,Taylor,male,African_American,french,April,20,1992
Brett,Harris,female,Other,spanish,March,9,1968
Joe,Butler,male,Other,french,September,16,1990
Peter,Taylor,male,Hispanic,spanish,June,23,1962
Brett,Evans,male,White,other,January,1,1958
Gabrielle,Walker,female,Hispanic,spanish,June,15,1950
Jimmy,Franklin,male,White,other,June,11,1964
Peter,Taylor,male,Hispanic,spanish,March,9,1954
Sheila,Gardner,female,White,english,February,5,1967
Emily,Taylor,female,African_American,french,June,4,1992
Michael,Johnson,male,African_American,french,November,29,1970
Natalie,Clark,female,White,english,September,2,1978
Madison,Moore,female,African_American,other,September,13,1985
Jacky,Morrow,,African_American,french,October,13,1959
Carl,Walker,male,Other,other,April,3,1959
Riley,Anthony,male,White,other,April,8,1957
John,Anderson,male,White,english,August,23,1965
Gabriela,Lewis,female,African_American,english,January,14,1996
Kevin,Davis,male,African_American,french,July,10,1988
Antonia,Jones,female,Hispanic,spanish,April,30,1951
Riley,Dotts,female,Other,french,February,25,1963
Kevin,Tyler,male,Hispanic,spanish,November,10,1958
George,Young,male,African_American,french,September,25,1954
Georgia,Western,female,Hispanic,spanish,April,19,1989
Marcy,Swift,female,African_American,french,May,15,1979
Alex,Jackson,female,African_American,english,January,24,1979
Walter,Walker,male,White,english,March,1,1959
Andy,Smith,female,African_American,other,May,16,1959
Danielle,Carter,female,Other,spanish,May,24,1967
Valerie,Butler,female,White,other,October,18,1980
Valerie,Swift,female,African_American,french,January,29,1979
Alex,Lopez,male,White,other,July,7,1989
Brian,Reynolds,male,White,other,March,26,1961
Jimmy,Moore,male,Other,other,December,1,1959
Kevin,Johnson,male,White,other,November,26,1973
Carl,Western,male,African_American,other,September,14,1956
Brett,Davis,male,White,other,August,30,1962
Carl,Jackson,,Hispanic,english,November,14,1981
Blake,Franklin,male,Other,english,November,1,1962
Alexis,Moore,male,African_American,other,August,3,1953
Katelyn,White,female,White,french,August,16,1984
Don,Lopez,male,White,other,March,30,1989
Blake,Lewis,,African_American,spanish,June,24,1964
Joseph,Young,male,African_American,french,September,7,1954
Paul,Collins,male,Other,spanish,February,13,1977
Chris,Jackson,male,Other,spanish,December,20,1972
Alex,Lopez,male,African_American,english,February,28,1973
Joseph,Butler,male,White,other,March,22,1961
Emily,Adams,female,Hispanic,spanish,September,31,1981
Andrew,Walker,male,African_American,other,March,19,1960
Alexandra,White,female,Hispanic,spanish,September,25,1967
Stephanie,Adams,female,White,spanish,March,1,1978
Diana,Casey,female,African_American,french,February,29,1996
Gracie,Douglas,female,Other,french,January,23,1985
Madison,Lewis,female,African_American,french,January,21,1984
Joshua,Walker,,White,french,July,14,1995
Carl,Franklin,male,Other,other,September,14,1993
Kevin,Taylor,male,White,english,July,5,1966
Madison,Brooks,female,Other,french,June,28,1969
Stephanie,Dotts,female,Other,english,April,11,1975
Riley,Hodge,male,Other,english,April,8,1958
Jake,Walker,male,White,english,December,5,1966
Blake,Lopez,female,Hispanic,spanish,November,31,1976
Dean,Reynolds,male,Hispanic,spanish,December,27,1983
Alexis,Dotts,female,African_American,other,May,18,1997
Anthony,Thomas,female,Hispanic,other,April,28,1960
James,Anthony,male,African_American,french,September,7,1984
Alexis,Swift,female,African_American,other,April,16,1963
Gerald,Johnson,male,White,other,April,20,1973
Michael,Lewis,male,African_American,french,July,22,1984
James,Butler,male,African_American,french,November,8,1954
Susan,Swift,female,Other,french,May,23,1958
Hunter,OBrien,,African_American,other,April,4,1974
Madison,Wang,female,Hispanic,spanish,April,14,1976
Dean,Walker,male,Other,english,June,18,1990
Hector,Hodge,male,White,french,July,17,1985
Valerie,White,female,Other,french,October,9,1986
Tom,OBrien,male,Other,spanish,June,1,1995
Andy,Tyler,female,White,english,November,1,1997
Alex,Curry,female,Other,french,September,26,1955
Steven,Walsh,male,Other,other,February,15,1985
Barbara,Walker,female,African_American,french,October,22,1967
Emily,Anderson,female,African_American,french,November,7,1964
Bridget,Davis,female,White,french,October,17,1966
Joe,Walsh,male,Hispanic,spanish,February,19,1979
James,Lopez,male,White,other,November,8,1969
Michael,Taylor,male,White,french,November,29,1968
Stephanie,Evans,female,African_American,english,April,11,1969
Paola,Phillips,female,Other,french,October,13,1977
Carlos,Dotts,male,Other,spanish,September,20,1993
Gael,Moore,male,African_American,other,February,18,1953
Andy,Swift,female,African_American,other,January,5,1988
Andy,Walsh,male,African_American,english,June,8,1972
Caleb,Walter,male,African_American,english,December,25,1974
Alexandra,Walsh,female,Other,english,September,25,1987
Alex,Wang,female,Other,other,June,27,1991
Alex,Marshall,male,White,english,June,15,1957
Hunter,OBrien,male,White,other,February,18,1985
Paul,Martin,female,Other,english,June,14,1959
Brandon,Clark,male,African_American,other,April,10,1982
George,Butler,male,Other,french,August,11,1981
Peter,Clark,male,Other,spanish,March,9,1956
Walter,Wang,male,White,french,May,7,1972
Lisa,Walker,female,Hispanic,spanish,April,6,1950
Paul,Moore,male,White,english,June,24,1951
Ivy,Smith,female,Other,french,August,6,1951
Peter,Howard,male,White,other,September,24,1978
Andy,Gardner,female,White,english,January,5,1958
Veronica,Swift,female,Other,spanish,October,24,1968
Alexander,Brooks,male,White,english,March,30,1950
Hunter,Wang,female,African_American,english,November,22,1971
Sara,Hall,female,Hispanic,spanish,December,9,1979
Joshua,Evans,,Other,other,August,11,1950
Riley,Harris,male,Hispanic,spanish,April,8,1979
Alexandra,Lee,female,Other,spanish,June,16,1954
Andy,Gardner,male,White,english,January,7,1958
Jimmy,Young,male,White,other,December,23,1978
Stephen,Wang,male,White,french,May,28,1972
Alex,Carter,female,African_American,english,September,20,1988
Hunter,Dick,female,White,other,July,18,1997
Anthony,Marshall,male,Other,english,August,24,1983
Jimmy,Moore,male,Other,english,February,19,1952
Riley,Smith,female,African_American,other,April,2,1959
Blake,Walker,female,African_American,french,August,29,1981
Bridget,Swift,female,White,english,January,17,1986
Gracie,Swift,female,Other,spanish,July,4,1968
Walter,Walsh,male,White,french,August,5,1958
Andy,Harris,male,Other,spanish,June,8,1994
Franklin,Walker,male,African_American,other,January,15,1960
Hector,Casey,male,African_American,french,January,8,1972
George,Lopez,male,White,other,May,13,1969
Gracie,Curry,female,African_American,other,October,13,1977
Marcy,Lee,female,Other,french,February,14,1973
Eva,Wang,female,Other,other,July,13,1970
Natalie,Tyler,female,White,english,September,2,1950
John,Carter,male,White,other,November,4,1991
Alex,Curry,male,African_American,english,July,7,1988
Riley,Dotts,male,Other,english,October,1,1975
Tom,Butler,male,White,other,September,8,1980
Andy,Jones,female,Other,english,February,8,1956
Andrew,Scott,male,Other,french,March,19,1965
Sara,Adams,female,White,other,January,18,1954
Alex,Hodge,,African_American,other,August,27,1981
Stacey,Thompson,female,Other,other,February,5,1959
Joe,Brooks,male,Other,spanish,April,20,1957
Tom,Thompson,male,Other,french,February,4,1973
Hector,Collins,male,Other,english,October,10,1977
Kevin,Gardner,male,White,english,April,30,1958
Edward,Carter,male,White,other,June,30,1979
Stacey,Curry,female,Hispanic,spanish,September,13,1972
Tom,Douglas,male,Hispanic,spanish,February,4,1953
Alexandra,Scott,female,African_American,other,February,24,1975
Max,Taylor,male,Other,english,January,3,1955
Peter,OBrien,male,White,other,September,3,1985
Jason,Butler,male,African_American,french,January,25,1954
Blake,Anthony,female,White,french,June,4,1976
Brett,Moore,male,White,english,August,30,1963
Barbara,Walter,,African_American,other,July,8,1952
Jake,Wang,male,Hispanic,spanish,November,1,1976
Franklin,Wang,male,White,english,July,28,1983
Carol,Lee,female,African_American,french,February,29,1977
Danielle,Jones,male,African_American,french,March,25,1981
Alex,Thomas,female,African_American,other,January,5,1996
Alexandra,Howard,female,Hispanic,spanish,November,8,1980
Carlos,Swift,male,Other,french,September,20,1987
Jake,Walker,male,White,english,December,5,1978
Riley,White,male,Other,french,January,7,1986
George,Jones,male,Other,french,May,13,1997
Valerie,Young,female,African_American,french,October,14,1954
Gael,Young,male,African_American,french,December,24,1954
Ivy,Martin,female,Hispanic,spanish,December,31,1969
